drug,l2s2_n_total,l2s2_n_signatures,l2s2_n_significant,l2s2_n_significant_mimic,l2s2_n_significant_general,l2s2_signatures,l2s2_mimic_signatures,l2s2_general_signatures,l2s2_n_sig_pval,l2s2_min_pvalue,l2s2_min_adj_pvalue,l2s2_min_pvalue_general,l2s2_min_adj_pvalue_general,l2s2_min_pvalue_up,l2s2_min_adj_pvalue_up,l2s2_mean_neglog10p,l2s2_max_neglog10p,l2s2_mean_odds_ratio,l2s2_max_odds_ratio,l2s2_direction,l2s2_retrieval_sort,l1k_n_total,l1k_n_signatures,l1k_signatures,l1k_mean_score,l1k_max_score,l1k_false_rescue,n_engines,n_total_signatures,regulatory_status,approved_jurisdiction,mechanism,target_axis,candidate_tier,lincs_eligible,lookup_source,mechanism_flag,firewall_status,firewall_reason,lincs_drug,signature_has_nominal_genes
metolazone,3,3,0,0,0,,,,0,0.969602626514342,1.0,0.0276612438189954,1.0,0.0149881786162674,0.3925736407145438,0.004,0.013,1.128,3.313,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,metolazone,False
repaglinide,2,2,0,0,0,,,,0,0.9695712576029802,1.0,0.0134370365765058,1.0,0.0304287423976421,0.602522879599936,0.007,0.013,2.352,4.01,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,repaglinide,False
tul,6,6,0,3,0,,GSE22206_LCL_case_v_control_150_rescue;GSE22206_LCL_case_v_control_250_rescue;GSE22206_case_v_control_250_rescue,,0,0.9699777963243756,1.0,0.0066375365090261,0.763648575363463,4.17990916627283e-05,0.0131150797017054,0.002,0.013,1.427,4.801,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tul,False
cytarabine,1,1,0,0,0,,,,0,0.9847776893250992,1.0,0.0207245516963254,1.0,0.1081585232204455,1.0,0.007,0.007,3.098,3.098,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cytarabine,False
lopinavir,3,3,0,0,0,,,,0,0.9846342599015632,1.0,0.2345692374270953,1.0,0.0309037418564332,0.602522879599936,0.002,0.007,0.665,1.578,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lopinavir,False
baricitinib,2,2,0,0,0,,,,0,0.9924600061111074,1.0,0.0069526332013676,1.0,0.0075399938886969,0.2043182882774012,0.002,0.003,1.743,3.473,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,APPROVED_MEDICATION,FDA; EMA,JAK1/2 inhibition suppresses type-I IFN downstream of micronuclei->cGAS-STING; paediatric compassionate-use in AGS/CANDLE/SAVI,JAK1/JAK2/type-I IFN,Tier3-SYSTEMIC,True,track2_candidates,mechanism_ok,REJECT,no_significant_fdr_lincs_signal,baricitinib,False
docetaxel,9,9,0,4,0,,GSE22206_case_v_control_150_rescue;GSE22206_fibro_case_v_control_100_rescue;GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.9924294640485756,1.0,0.0127759811199245,1.0,2.075665796298501e-09,4.485325088910489e-07,0.0,0.003,0.54,3.077,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; no_significant_fdr_lincs_signal,docetaxel,False
650,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,650,False
acalabrutinib,1,1,0,0,0,,,,0,1.000000000000143,1.0,0.9999999583611168,1.0,0.0301961011164504,0.5324068150255642,-0.0,-0.0,0.142,0.142,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,acalabrutinib,False
acetazolamide,3,3,0,0,0,,,,0,1.0,1.0,0.999704530908905,1.0,0.0303429289604502,0.5000843496425292,-0.0,-0.0,0.11,0.33,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,acetazolamide,False
acrivastine,1,1,0,0,0,,,,0,0.9999999999997417,1.0,0.9989775831909596,1.0,0.0302436144756014,0.5000843496425292,0.0,0.0,0.367,0.367,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,acrivastine,False
acyclovir,1,1,0,0,0,,,,0,1.0000000000003206,1.0,0.9999999864863116,1.0,0.0301743365926051,0.4918987282082528,-0.0,-0.0,0.076,0.076,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,acyclovir,False
adapalene,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,adapalene,False
albendazole,7,7,0,3,0,,GSE22206_fibro_case_v_control_100_rescue;GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999993664,1.0,0.8971891388244411,1.0,2.389780137169443e-05,0.0019931604863339,0.0,0.0,0.165,0.702,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,albendazole,False
allopurinol,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,allopurinol,False
alogliptin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,alogliptin,False
alpelisib,3,3,0,0,0,,,,0,0.9999999999990612,1.0,0.9679960524245044,1.0,0.0036786796343884,0.2197721896039215,0.0,0.0,0.305,0.555,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,alpelisib,False
alprostadil,7,7,0,1,0,,GSE22206_fibro_case_v_control_250_rescue,,0,1.000000000000096,1.0,0.8723933410019012,1.0,9.777264385925892e-05,0.005582941727204,-0.0,-0.0,0.213,0.725,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,alprostadil,False
amcinonide,5,5,0,0,0,,,,0,0.9999999999996272,1.0,0.999999667994406,1.0,0.0148926806489173,0.3925736407145438,0.0,0.0,0.091,0.215,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,amcinonide,False
amfepramone,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,amfepramone,False
amikacin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,amikacin,False
aminoglutethimide,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,aminoglutethimide,False
amisulpride,5,5,0,2,0,,GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.999999999999879,1.0,0.0307879492739653,1.0,6.739392625016401e-05,0.0041082973150606,0.0,0.0,0.761,2.585,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,amisulpride,False
amodiaquine,2,2,0,0,0,,,,0,0.999999999999964,1.0,0.9999999913084788,1.0,0.0035519312652527,0.2075532169363326,0.0,0.0,0.057,0.114,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,amodiaquine,False
amoxapine,1,1,0,0,0,,,,0,0.9999999999998324,1.0,0.9964177310931482,1.0,0.0036173981471307,0.2474500626389431,0.0,0.0,0.475,0.475,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,amoxapine,False
anagrelide,9,9,0,0,0,,,,0,1.0,1.0,0.999377527646188,1.0,0.003785602017436,0.2540337780783563,-0.0,-0.0,0.085,0.397,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,anagrelide,False
anastrozole,1,1,0,0,0,,,,0,0.9999999999998078,1.0,0.9999999935619552,1.0,0.030250054631156,0.4918987282082528,0.0,0.0,0.071,0.071,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,anastrozole,False
ap 26113,1,1,0,0,0,,,,0,1.0000000000001366,1.0,0.9998700884434122,1.0,0.0303973734857942,0.5000843496425292,-0.0,-0.0,0.31,0.31,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ap 26113,False
apixaban,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,apixaban,False
aripiprazole,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,aripiprazole,False
armodafinil,4,4,0,0,0,,,,0,0.9999999999997392,1.0,0.999797283139016,1.0,0.007140466550296,0.3110424841696662,0.0,0.0,0.117,0.34,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,armodafinil,False
atrazine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,atrazine,False
avanafil,1,1,0,0,0,,,,0,1.0000000000008904,1.0,0.999995698411158,1.0,0.0075075833477028,0.3076788971850099,-0.0,-0.0,0.289,0.289,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,avanafil,False
axitinib,5,5,0,1,0,,GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999978804,1.0,0.9999999706032932,1.0,0.0002236390528229,0.010172030433537,0.0,0.0,0.046,0.121,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,axitinib,False
azathioprine,5,5,0,0,0,,,,0,0.9999999999991978,1.0,0.9999440749232026,1.0,0.0037839837180732,0.0863440394998882,0.0,0.0,0.09,0.295,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,azathioprine,False
azd 5363,9,9,0,4,0,,GSE22206_case_v_control_150_rescue;GSE22206_case_v_control_250_rescue;GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999985916,1.0,0.7769499714360012,1.0,1.32330098889545e-05,0.0027141848497237,0.0,0.0,0.198,0.87,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,azd 5363,False
azelastine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,azelastine,False
azilsartan,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,azilsartan,False
balsalazide,1,1,0,0,0,,,,0,0.999999999999976,1.0,0.9999999960196888,1.0,0.0008737377439902,0.0979313038667583,0.0,0.0,0.103,0.103,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,balsalazide,False
benazepril,5,5,0,0,0,,,,0,1.000000000000162,1.0,0.95656399797836,1.0,0.0075325547662605,0.1445692082367948,-0.0,-0.0,0.17,0.617,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,benazepril,False
betrixaban,3,3,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,betrixaban,False
bicalutamide,2,2,0,0,0,,,,0,1.00000000000071,1.0,0.9999999621422336,1.0,0.0074345374972223,0.3477961535027336,-0.0,-0.0,0.097,0.133,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bicalutamide,False
bimatoprost,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bimatoprost,False
biperiden,3,3,0,0,0,,,,0,0.9999999999998086,1.0,0.999968121992305,1.0,0.0304887572613676,0.5324068150255642,0.0,0.0,0.128,0.281,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,biperiden,False
bisoprolol,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bisoprolol,False
bosentan,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bosentan,False
brexpiprazole,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,brexpiprazole,False
bupivacaine,2,2,0,0,0,,,,0,1.0000000000001248,1.0,0.9999999569160272,1.0,0.0302370908314255,0.4918987282082528,-0.0,-0.0,0.104,0.137,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bupivacaine,False
cabazitaxel,5,5,0,2,0,,GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999995002,1.0,0.1341340444964598,1.0,2.1687018047964837e-05,0.0018410729250004,0.0,0.0,0.468,1.592,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cabazitaxel,False
cabergoline,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cabergoline,False
caffeine,3,3,0,0,0,,,,0,1.0,1.0,1.0,1.0,0.0152469897422971,0.3925736407145438,-0.0,-0.0,0.076,0.186,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,caffeine,False
calcipotriol,3,3,0,0,0,,,,0,1.0,1.0,1.0,1.0,0.0075553680142326,0.2043182882774012,-0.0,-0.0,0.007,0.012,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,calcipotriol,False
capsaicin,3,3,0,0,0,,,,0,0.9999999999990892,1.0,0.9999999990366611,1.0,0.0037125295286013,0.0863440394998882,0.0,0.0,0.015,0.016,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,capsaicin,False
carbamazepine,8,8,0,4,0,,GSE22206_case_v_control_250_rescue;GSE22206_fibro_case_v_control_100_rescue;GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.99999999999942,1.0,0.8490740627054824,1.0,2.9809840191258857e-06,0.0002744330389852,0.0,0.0,0.188,0.791,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,carbamazepine,False
carfilzomib,1,1,0,0,0,,,,0,1.0000000000001783,1.0,0.9981913280747046,1.0,0.0301889447943434,0.5000843496425292,-0.0,-0.0,0.387,0.387,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; no_significant_fdr_lincs_signal,carfilzomib,False
cefazolin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cefazolin,False
cefepime,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cefepime,False
cefixime,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cefixime,False
cefoperazone,1,1,0,0,0,,,,0,0.9999999999998086,1.0,0.9999757860233698,1.0,0.0304887572613676,0.5000843496425292,0.0,0.0,0.276,0.276,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cefoperazone,False
cefotetan,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cefotetan,False
celecoxib,4,4,0,0,0,,,,0,0.9999999999993424,1.0,0.9933989396391204,1.0,0.0037216811325834,0.1298676506054251,0.0,0.0,0.118,0.448,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,celecoxib,False
chenodiol,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chenodiol,False
chlorambucil,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chlorambucil,False
chloroquine,2,2,0,0,0,,,,0,0.9999999999998408,1.0,0.9477270500660846,1.0,0.0075246981256129,0.2622690957986608,0.0,0.0,0.438,0.635,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chloroquine,False
chlorpropamide,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chlorpropamide,False
chlortalidone,1,1,0,0,0,,,,0,0.999999999999857,1.0,0.9999984840565423,1.0,0.0148972279397593,0.3896516539537614,0.0,0.0,0.253,0.253,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chlortalidone,False
chlortetracycline,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chlortetracycline,False
cholic acid,3,3,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cholic acid,False
cinoxacin,2,2,0,0,0,,,,0,1.0,1.0,0.9991147571920612,1.0,0.0302564128905015,0.5000843496425292,-0.0,-0.0,0.181,0.362,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cinoxacin,False
